id,company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,fiscal_year,sort_order,is_ttm,equity,debt_to_equity,equity_ratio
1158,POWERGRID,Mar 2023,6975.0,76051,128584,40615,252225,185437,13772,3489,49527,252225,2023,202304,False,83026.0,1.5487196781731023,0.32917434830012887
1159,POWERGRID,Mar 2024,9301.0,77845,123516,40168,250829,177761,18197,4163,50708,250829,2024,202404,False,87146.0,1.4173456039290386,0.3474319157673156
1160,POWERGRID,Sep 2024,9301.0,82760,122568,40668,255297,174178,23767,3410,53941,255297,2024,202410,False,92061.0,1.331378107993613,0.36060353235643194
1161,RECLTD,Mar 2013,987.0,16543,107762,5277,130570,72,9,638,129851,130570,2013,201304,False,17530.0,6.147290359383914,0.13425748640575935
1162,RECLTD,Mar 2014,987.0,19816,126173,5968,152944,73,10,1690,151170,152944,2014,201404,False,20803.0,6.065134836321684,0.13601710429961292
1163,RECLTD,Mar 2015,987.0,24085,150979,7404,183456,110,10,1596,181740,183456,2015,201504,False,25072.0,6.021817166560306,0.1366649223792081
1164,RECLTD,Mar 2016,987.0,27906,169212,8840,206945,254,78,2352,204261,206945,2016,201604,False,28893.0,5.856505035821825,0.13961680639783516
1165,RECLTD,Mar 2017,1975.0,31696,167852,8723,210245,355,166,2617,207108,210245,2017,201704,False,33671.0,4.9850613287398655,0.16015125211063283
1166,RECLTD,Mar 2018,1975.0,30613,204367,5416,242370,132,129,2948,239162,242370,2018,201804,False,32588.0,6.271234810359641,0.13445558443701777
1167,RECLTD,Mar 2019,1975.0,32571,244249,19659,298454,165,199,2463,295627,298454,2019,201904,False,34546.0,7.0702541538817805,0.11574983079469534
1168,RECLTD,Mar 2020,1975.0,33422,286289,25345,347030,166,288,2386,344190,347030,2020,202004,False,35397.0,8.087945306099387,0.10199982710428493
1169,RECLTD,Mar 2021,1975.0,41789,329723,27380,400867,267,336,1981,398282,400867,2021,202104,False,43764.0,7.534114797550498,0.10917336672761789
1170,RECLTD,Mar 2022,1975.0,49339,333043,26503,410860,628,6,2190,408035,410860,2022,202204,False,51314.0,6.490295046186226,0.12489412451930097
1171,RECLTD,Mar 2023,2633.0,55487,380790,26592,465503,641,3,3170,461689,465503,2023,202304,False,58120.0,6.551789401238816,0.12485418998373803
1172,RECLTD,Mar 2024,2633.0,66717,445568,33273,548191,632,24,5352,542184,548191,2024,202404,False,69350.0,6.4249170872386445,0.12650700212152333
1173,RECLTD,Sep 2024,2633.0,70877,483617,38100,595227,622,49,6790,587766,595227,2024,202410,False,73510.0,6.578928037001768,0.12349910202326171
1174,RELIANCE,Mar 2013,2936.0,179119,107219,73083,362357,133487,49952,42848,136070,362357,2013,201304,False,182055.0,0.5889374090247452,0.5024188852430062
1175,RELIANCE,Mar 2014,2940.0,195747,138761,91395,428843,141417,91494,60602,135330,428843,2014,201404,False,198687.0,0.698389929889726,0.4633094162665591
1176,RELIANCE,Mar 2015,2943.0,215556,168251,117736,504486,156458,166462,76451,105115,504486,2015,201504,False,218499.0,0.7700309841234971,0.4331121180766166
1177,RELIANCE,Mar 2016,2948.0,228608,194714,172727,598997,184910,228697,84015,101375,598997,2016,201604,False,231556.0,0.8408937794745116,0.3865728876772338
1178,RELIANCE,Mar 2017,2959.0,260750,217475,225618,706802,198526,324837,82899,100540,706802,2017,201704,False,263709.0,0.8246779594173881,0.37310166071969236
1179,RELIANCE,Mar 2018,5922.0,287584,239843,277924,811273,403885,187022,82862,137504,811273,2018,201804,False,293506.0,0.8171655775350418,0.36178450410650914
1180,RELIANCE,Mar 2019,5926.0,381186,307714,302804,997630,398374,179463,235635,184158,997630,2019,201904,False,387112.0,0.7948965674016822,0.3880316349748905
1181,RELIANCE,Mar 2020,6339.0,442827,355133,358716,1163015,532658,109106,276767,244484,1163015,2020,202004,False,449166.0,0.7906497820404929,0.3862082604265637
1182,RELIANCE,Mar 2021,6445.0,693727,278962,340931,1320065,541258,125953,364828,288026,1320065,2021,202104,False,700172.0,0.398419245556806,0.5304072147962411
1183,RELIANCE,Mar 2022,6765.0,772720,319158,399979,1498622,627798,172506,394264,304054,1498622,2022,202204,False,779485.0,0.40944726325715053,0.520134496891144
1184,RELIANCE,Mar 2023,6766.0,709106,451664,438346,1605882,724805,293752,235560,351765,1605882,2023,202304,False,715872.0,0.6309284341334763,0.44578119687498835
1185,RELIANCE,Mar 2024,6766.0,786715,458991,502576,1755048,779985,338855,225672,410536,1755048,2024,202404,False,793481.0,0.5784524141094746,0.4521135604268373
1186,RELIANCE,Sep 2024,6766.0,812687,357525,638145,1815123,968747,198873,244559,402944,1815123,2024,202410,False,819453.0,0.4362971396773213,0.45145866147913943
1187,SBILIFE,Mar 2013,1000.0,1736,0,50978,53714,283,3,50047,3382,53714,2013,201304,False,2736.0,0.0,0.05093644115128272
1188,SBILIFE,Mar 2014,1000.0,2356,0,57284,60640,304,4,56275,4058,60640,2014,201404,False,3356.0,0.0,0.05534300791556728
1189,SBILIFE,Mar 2015,1000.0,3056,0,70064,74121,292,7,69385,4437,74121,2015,201504,False,4056.0,0.0,0.0547213340348889
1190,SBILIFE,Mar 2016,1000.0,3733,0,78696,83429,301,146,77843,5139,83429,2016,201604,False,4733.0,0.0,0.056730872957844396
1191,SBILIFE,Mar 2017,1000.0,4552,0,96687,102240,507,31,95830,5871,102240,2017,201704,False,5552.0,0.0,0.05430359937402191
1192,SBILIFE,Mar 2018,1000.0,5528,0,115193,121720,511,70,114436,6703,121720,2018,201804,False,6528.0,0.0,0.053631284916201116
1193,SBILIFE,Mar 2019,1000.0,6576,0,139157,146734,563,32,139325,6814,146734,2019,201904,False,7576.0,0.0,0.05163084220426077
1194,SBILIFE,Mar 2020,1000.0,7743,0,156837,165580,568,13,158813,6186,165580,2020,202004,False,8743.0,0.0,0.052802270805652855
1195,SBILIFE,Mar 2021,1000.0,9400,0,216430,226830,564,1,218756,7509,226830,2021,202104,False,10400.0,0.0,0.045849314464577
1196,SBILIFE,Mar 2022,1000.0,10622,0,261715,273337,919,3,264437,7978,273337,2022,202204,False,11622.0,0.0,0.04251894181907316
1197,SBILIFE,Mar 2023,1001.0,12017,0,301582,314599,867,1,303988,9743,314599,2023,202304,False,13018.0,0.0,0.04137966109237474
1198,SBILIFE,Mar 2024,1001.0,13907,0,383390,398299,1198,6,384943,12152,398299,2024,202404,False,14908.0,0.0,0.03742916753494234
1199,SBILIFE,Sep 2024,1002.0,15257,0,432238,448497,563,0,435926,12009,448497,2024,202410,False,16259.0,0.0,0.03625219343719133
1200,ZYDUSLIFE,2013,102.0,2842,2918,1512,7374,3026,736,114,3498,7374,2013,201300,False,2944.0,0.9911684782608695,0.3992405749932194
1201,ZYDUSLIFE,2014,102.0,3337,2700,1847,7986,3124,892,87,3885,7986,2014,201400,False,3439.0,0.7851119511485897,0.43062860005008763
1202,ZYDUSLIFE,2015,102.0,4149,2651,2144,9047,3352,798,154,4743,9047,2015,201500,False,4251.0,0.6236179722418255,0.46987951807228917
1203,ZYDUSLIFE,2016,102.0,5597,2442,2208,10350,3748,951,416,5235,10350,2016,201600,False,5699.0,0.4284962274083173,0.5506280193236714
1204,ZYDUSLIFE,2017,102.0,6858,5207,2937,15104,5755,1543,435,7371,15104,2017,201700,False,6960.0,0.7481321839080459,0.4608050847457627
1205,ZYDUSLIFE,2018,102.0,8642,5407,3632,17783,6483,1527,746,9028,17783,2018,201800,False,8744.0,0.6183668801463861,0.49170556149131195
1206,ZYDUSLIFE,2019,102.0,10284,7899,4945,23231,12164,837,674,9556,23231,2019,201900,False,10386.0,0.7605430387059503,0.44707502905600277
1207,ZYDUSLIFE,2020,102.0,10273,7986,5115,23477,12230,742,765,9740,23477,2020,202000,False,10375.0,0.7697349397590362,0.44192188098990504
1208,ZYDUSLIFE,2021,102.0,12890,4608,6165,23765,12133,783,830,10019,23765,2021,202100,False,12992.0,0.35467980295566504,0.5466863033873343
1209,ZYDUSLIFE,2022,102.0,16897,4221,6421,27642,12188,726,3288,11439,27642,2022,202200,False,16999.0,0.24830872404259074,0.614969973229144
1210,ZYDUSLIFE,2023,101.0,17415,1195,6851,25562,11521,1201,1547,11294,25562,2023,202300,False,17516.0,0.06822333866179493,0.6852358970346608
1211,ZYDUSLIFE,2024,101.0,19729,804,8201,28834,12368,2423,1220,12822,28834,2024,202400,False,19830.0,0.0405446293494705,0.6877297634736769
1212,ZYDUSLIFE,2024.5,101.0,21724,190,9431,31446,14304,1051,2596,13495,31446,2024,202400,False,21825.0,0.00870561282932417,0.6940469376073268
1213,SHREECEM,Jun 2013,35.0,3809,1288,1028,6160,1782,133,2203,2042,6160,2013,201307,False,3844.0,0.3350676378772112,0.624025974025974
1214,SHREECEM,Jun 2014,35.0,4676,1200,1418,7329,2194,758,2244,2132,7329,2014,201407,False,4711.0,0.25472298874973465,0.6427889207258835
1215,SHREECEM,Jun 2015,35.0,5241,917,1805,7998,3004,511,1662,2820,7998,2015,201507,False,5276.0,0.17380591357088704,0.6596649162290573
1216,SHREECEM,Mar 2016,35.0,6811,881,1737,9463,3050,264,3030,3118,9463,2016,201604,False,6846.0,0.1286882851300029,0.7234492232907112
1217,SHREECEM,Mar 2017,35.0,7663,1293,2175,11166,2599,710,4042,3814,11166,2017,201704,False,7698.0,0.16796570537802027,0.6894142933906502
1218,SHREECEM,Mar 2018,35.0,8862,3403,2842,15142,3589,1427,5434,4691,15142,2018,201804,False,8897.0,0.3824884792626728,0.5875709945845992
1219,SHREECEM,Mar 2019,35.0,9636,2803,3019,15493,6182,1129,2286,5896,15493,2019,201904,False,9671.0,0.2898355909419915,0.6242173884980313
1220,SHREECEM,Mar 2020,36.0,13133,3146,3629,19944,6163,1197,6358,6227,19944,2020,202004,False,13169.0,0.2388943731490622,0.66029883674288
1221,SHREECEM,Mar 2021,36.0,15361,2230,3886,21513,6216,997,8500,5800,21513,2021,202104,False,15397.0,0.14483340910566994,0.7157067819458002
1222,SHREECEM,Mar 2022,36.0,17424,2129,4159,23749,7282,1054,9033,6380,23749,2022,202204,False,17460.0,0.12193585337915235,0.7351888500568445
1223,SHREECEM,Mar 2023,36.0,18600,2725,4973,26334,7481,2797,8683,7373,26334,2023,202304,False,18636.0,0.14622236531444516,0.707678286625655
1224,SHREECEM,Mar 2024,36.0,20667,1656,5566,27925,9591,1930,7556,8848,27925,2024,202404,False,20703.0,0.07998840747717723,0.7413786929274844
1225,SHREECEM,Sep 2024,36.0,20843,1682,5297,27859,9656,2777,6943,8482,27859,2024,202410,False,20879.0,0.08055941376502707,0.7494526005958577
1226,ZOMATO,2018,0.0,1036,186,152,1374,190,1,829,354,1374,2018,201800,False,1036.0,0.17953667953667954,0.7540029112081513
1227,ZOMATO,2019,0.0,2356,348,709,3413,389,1,2145,879,3413,2019,201900,False,2356.0,0.14770797962648557,0.6903017872839144
1228,ZOMATO,2020,0.0,457,326,2117,2900,1591,1,324,985,2900,2020,202000,False,457.0,0.7133479212253829,0.15758620689655173
1229,ZOMATO,2021,0.0,7644,527,532,8704,1539,0,2205,4959,8704,2021,202100,False,7644.0,0.06894296180010466,0.8782169117647058
1230,ZOMATO,2022,764.0,15741,70,751,17327,1404,1,4718,11204,17327,2022,202200,False,16505.0,0.004241139048773099,0.9525595890806257
1231,ZOMATO,2023,836.0,18624,507,1632,21599,6344,7,6765,8483,21599,2023,202300,False,19460.0,0.02605344295991778,0.9009676373906199
1232,ZOMATO,2024,868.0,19545,749,2194,23356,6448,18,11645,5245,23356,2024,202400,False,20413.0,0.03669230392397002,0.8739938345607124
1233,ZOMATO,2024.5,872.0,20446,1159,2728,25205,8390,59,11708,5048,25205,2024,202400,False,21318.0,0.054367201426024955,0.8457845665542552
1234,WIPRO,2013,492.0,26072,6381,10675,43621,9996,407,6765,26454,43621,2013,201300,False,26564.0,0.240212317422075,0.6089727424864171
1235,WIPRO,2014,493.0,31636,5159,12245,49533,10649,369,6146,32368,49533,2014,201400,False,32129.0,0.16057144635687384,0.648638281549674
1236,WIPRO,2015,494.0,36598,7891,13367,58350,10837,395,5532,41586,58350,2015,201500,False,37092.0,0.2127412919227866,0.635681233933162
1237,WIPRO,2016,494.0,45651,12522,12924,71590,17279,381,20915,33016,71590,2016,201600,False,46145.0,0.2713620110521183,0.6445732644224054
1238,WIPRO,2017,486.0,51184,14241,12761,78672,19886,738,29913,28135,78672,2017,201700,False,51670.0,0.27561447648538806,0.6567775066097213
1239,WIPRO,2018,905.0,47022,13901,13563,75391,18127,1378,25797,30090,75391,2018,201800,False,47927.0,0.29004527719239676,0.6357124855752013
1240,WIPRO,2019,1207.0,55216,9947,16217,82586,17465,2142,22887,40093,82586,2019,201900,False,56423.0,0.176293355546497,0.6832029641827913
1241,WIPRO,2020,1143.0,54179,9724,15954,81000,22062,1881,20032,37024,81000,2020,202000,False,55322.0,0.17577094103611582,0.6829876543209876
1242,WIPRO,2021,1096.0,53805,10451,17213,82566,23040,1853,18775,38898,82566,2021,202100,False,54901.0,0.190360831314548,0.6649347188915534
1243,WIPRO,2022,1096.0,64307,17593,24280,107276,37990,1602,26154,41531,107276,2022,202200,False,65403.0,0.2689937770438665,0.6096703829374697
1244,WIPRO,2023,1098.0,76570,17467,21789,116924,44757,617,33073,38477,116924,2023,202300,False,77668.0,0.2248931348818046,0.6642605453114844
1245,WIPRO,2024,1045.0,73488,16465,23611,114609,43628,723,33384,36873,114609,2024,202400,False,74533.0,0.2209088591630553,0.6503241455732098
1246,WIPRO,2024.5,1046.0,80330,19282,24893,125552,43476,846,43970,37260,125552,2024,202400,False,81376.0,0.2369494691309477,0.6481457881993118
1247,VEDL,2013,87.0,17388,4839,723,23037,4136,723,16059,2119,23037,2013,201300,False,17475.0,0.2769098712446352,0.7585623128011459
1248,VEDL,2014,296.0,72712,80566,60545,214120,87205,43128,37910,45877,214120,2014,201400,False,73008.0,1.1035229015998247,0.34096768167382774
1249,VEDL,2015,296.0,53579,77752,58654,190281,70108,38748,39606,41819,190281,2015,201500,False,53875.0,1.4431925754060324,0.2831338914552688
1250,VEDL,2016,296.0,43743,67778,80163,191980,67231,38461,53386,32903,191980,2016,201600,False,44039.0,1.539044937441813,0.2293936868423794
1251,VEDL,2017,297.0,60128,71569,64952,196946,76756,27557,46962,45671,196946,2017,201700,False,60425.0,1.1844269755895738,0.3068099885247733
1252,VEDL,2018,372.0,62940,58159,58896,180367,80279,32055,28700,39333,180367,2018,201800,False,63312.0,0.9186094263330806,0.3510176473523427
1253,VEDL,2019,372.0,61925,66226,70045,198568,96397,24959,33065,44147,198568,2019,201900,False,62297.0,1.0630688476170602,0.313731316224165
1254,VEDL,2020,372.0,54263,59187,66915,180737,88904,18585,24753,48495,180737,2020,202000,False,54635.0,1.0833165553216801,0.30229006788870016
1255,VEDL,2021,372.0,61906,57669,63549,183496,90470,16314,16660,60052,183496,2021,202100,False,62278.0,0.9259931275891968,0.3393970440772551
1256,VEDL,2022,372.0,65011,53583,74981,193947,93466,15879,17291,67311,193947,2022,202200,False,65383.0,0.8195249529694263,0.3371178724084415
1257,VEDL,2023,372.0,39051,80329,69703,189455,95744,19529,13150,61032,189455,2023,202300,False,39423.0,2.037617634375872,0.20808635295980576
1258,VEDL,2024,372.0,30350,87706,69690,188118,98963,22889,11869,54397,188118,2024,202400,False,30722.0,2.8548271596901245,0.16331238903241582
1259,VEDL,2024.5,391.0,37097,79808,87879,205175,100699,27719,12823,63934,205175,2024,202400,False,37488.0,2.128894579598805,0.18271231875228464
1260,SHRIRAMFIN,Mar 2013,227.0,7111,33386,6550,47274,72,0,3280,43922,47274,2013,201304,False,7338.0,4.549741073862088,0.15522274400304606
1261,SHRIRAMFIN,Mar 2014,227.0,8283,38630,5192,52332,155,0,2435,49742,52332,2014,201404,False,8510.0,4.539365452408931,0.1626156080409692
1262,SHRIRAMFIN,Mar 2015,227.0,9039,46695,6193,62154,154,0,3037,58962,62154,2015,201504,False,9266.0,5.039391323116771,0.149081314155163
1263,SHRIRAMFIN,Mar 2016,227.0,9949,49790,8048,68013,152,0,1340,66522,68013,2016,201604,False,10176.0,4.892885220125786,0.1496184552953112
1264,SHRIRAMFIN,Mar 2017,227.0,11105,53080,10034,74446,136,0,1518,72791,74446,2017,201704,False,11332.0,4.684080480056477,0.1522177148537195
1265,SHRIRAMFIN,Mar 2018,227.0,13463,82131,1539,97360,122,0,2456,94782,97360,2018,201804,False,13690.0,5.999342585829072,0.14061216105176663
1266,SHRIRAMFIN,Mar 2019,227.0,15736,87914,1542,105419,147,0,4126,101146,105419,2019,201904,False,15963.0,5.507360771784752,0.15142431629971825
1267,SHRIRAMFIN,Mar 2020,227.0,17915,94735,1389,114266,489,0,2936,110841,114266,2020,202004,False,18142.0,5.221860875316944,0.15876988780564646
1268,SHRIRAMFIN,Mar 2021,253.0,21464,106546,1647,129910,437,0,3347,126126,129910,2021,202104,False,21717.0,4.906110420407975,0.16716957893926565
1269,SHRIRAMFIN,Mar 2022,271.0,25824,114846,1328,142268,418,0,6971,134879,142268,2022,202204,False,26095.0,4.401073002490898,0.18342142997722607
1270,SHRIRAMFIN,Mar 2023,374.0,43138,164202,2858,210573,3714,66,7430,199363,210573,2023,202304,False,43512.0,3.7737175951461666,0.2066361784274337
1271,SHRIRAMFIN,Mar 2024,376.0,48571,195496,3823,248266,3718,0,9472,235076,248266,2024,202404,False,48947.0,3.994034363699512,0.19715547034229416
1272,SHRIRAMFIN,Sep 2024,376.0,52016,207820,14875,275087,3215,0,11616,260256,275087,2024,202410,False,52392.0,3.966636127653077,0.19045611024875767
1273,SIEMENS,Sep 2011,68.0,3748,0,6341,10158,1169,249,0,8739,10158,2011,201110,False,3816.0,0.0,0.3756645008860012
1274,SIEMENS,Sep 2014,71.0,4304,0,5915,10290,1356,41,8,8886,10290,2014,201410,False,4375.0,0.0,0.42517006802721086
1275,SIEMENS,Sep 2015,71.0,5046,25,5433,10576,1394,32,114,9037,10576,2015,201510,False,5117.0,0.004885675200312683,0.48383131618759456
1276,SIEMENS,Sep 2016,71.0,6732,25,5157,11986,1227,79,110,10570,11986,2016,201610,False,6803.0,0.003674849331177422,0.5675788419823127
1277,SIEMENS,Sep 2017,71.0,7619,0,5448,13138,1365,143,0,11630,13138,2017,201710,False,7690.0,0.0,0.5853250114172629
1278,SIEMENS,Sep 2018,71.0,8228,0,6037,14336,1381,62,0,12893,14336,2018,201810,False,8299.0,0.0,0.5788922991071429
1279,SIEMENS,Sep 2019,71.0,8978,0,6309,15358,1219,58,0,14081,15358,2019,201910,False,9049.0,0.0,0.5892043234796197
1280,SIEMENS,Sep 2020,71.0,9421,0,6368,15860,1196,88,0,14576,15860,2020,202010,False,9492.0,0.0,0.5984867591424968
1281,SIEMENS,Sep 2021,71.0,10276,4,7664,18015,3264,35,3,14713,18015,2021,202110,False,10347.0,0.0003865854837150865,0.5743547044129892
1282,SIEMENS,Sep 2022,71.0,11539,182,8317,20109,3107,52,1,16949,20109,2022,202210,False,11610.0,0.015676141257536608,0.5773534238400716
1283,SIEMENS,Sep 2023,71.0,13016,175,8384,21646,3038,50,1,18556,21646,2023,202310,False,13087.0,0.01337204859784519,0.6045920724383258
1284,SIEMENS,Sep 2024,71.0,15286,279,9663,25299,3112,103,1,22082,25299,2024,202410,False,15357.0,0.018167610861496385,0.6070200403177991
1285,UNITDSPR,2013,126.0,4661,8242,3453,16483,7869,131,218,8265,16483,2013,201300,False,4787.0,1.721746396490495,0.29042043317357275
1286,UNITDSPR,2014,145.0,2887,8307,3518,14858,5700,110,238,8810,14858,2014,201400,False,3032.0,2.7397757255936677,0.20406515008749496
1287,UNITDSPR,2015,145.0,514,4987,2242,7889,1921,114,216,5637,7889,2015,201500,False,659.0,7.56752655538695,0.08353403473190518
1288,UNITDSPR,2016,145.0,1489,4242,2452,8329,1887,282,77,6084,8329,2016,201600,False,1634.0,2.5960832313341493,0.19618201464761675
1289,UNITDSPR,2017,145.0,1640,4144,2967,8896,1917,199,0,6780,8896,2017,201700,False,1785.0,2.3215686274509806,0.20065197841726617
1290,UNITDSPR,2018,145.0,2274,3421,3086,8926,1791,102,0,7033,8926,2018,201800,False,2419.0,1.4142207523770154,0.2710060497423258
1291,UNITDSPR,2019,145.0,2945,2883,3135,9109,1841,118,25,7124,9109,2019,201900,False,3090.0,0.933009708737864,0.33922494236469425
1292,UNITDSPR,2020,145.0,3583,2570,2546,8844,1956,121,22,6745,8844,2020,202000,False,3728.0,0.6893776824034334,0.42152872003618275
1293,UNITDSPR,2021,145.0,3974,1037,3354,8511,1893,97,0,6521,8511,2021,202100,False,4119.0,0.251760135955329,0.48396193161790624
1294,UNITDSPR,2022,145.0,4808,605,3304,8863,1855,96,222,6690,8863,2022,202200,False,4953.0,0.12214819301433474,0.5588401218549024
1295,UNITDSPR,2023,145.0,5854,183,3534,9716,1534,83,286,7813,9716,2023,202300,False,5999.0,0.030505084180696782,0.6174351585014409
1296,UNITDSPR,2024,145.0,6976,265,3790,11176,1560,37,645,8934,11176,2024,202400,False,7121.0,0.03721387445583486,0.6371689334287759
1297,UNITDSPR,2024.5,145.0,7487,518,3805,11955,1798,66,819,9272,11955,2024,202400,False,7632.0,0.06787211740041929,0.6383939774153075
1298,UNIONBANK,Mar 2013,597.0,16722,287589,8003,312912,2483,13,81808,228608,312912,2013,201304,False,17319.0,16.605404469080202,0.05534782942169044
1299,UNIONBANK,Mar 2014,630.0,18004,327078,9300,355013,2621,2,94636,257753,355013,2014,201404,False,18634.0,17.552753032091875,0.05248821874128553
1300,UNIONBANK,Mar 2015,636.0,19263,352618,11048,383566,2690,4,85818,295053,383566,2015,201504,False,19899.0,17.72038795919393,0.05187894651767883
1301,UNIONBANK,Mar 2016,687.0,22361,374754,9562,407365,3939,13,90573,312840,407365,2016,201604,False,23048.0,16.259718847622352,0.05657825291814466
1302,UNIONBANK,Mar 2017,687.0,23406,418420,13167,455681,3896,21,113441,338322,455681,2017,201704,False,24093.0,17.366870045241356,0.05287251388581047
1303,UNIONBANK,Mar 2018,1169.0,24083,455969,9900,491120,3824,34,125485,361777,491120,2018,201804,False,25252.0,18.05674798035799,0.051417168920019546
1304,UNIONBANK,Mar 2019,1763.0,25073,460780,10964,498581,3743,44,128391,366402,498581,2019,201904,False,26836.0,17.17021910866001,0.05382475465370722
1305,UNIONBANK,Mar 2020,3423.0,30567,505150,16369,555509,4734,54,154251,396470,555509,2020,202004,False,33990.0,14.861724036481318,0.06118712748128293
1306,UNIONBANK,Mar 2021,6407.0,58331,977576,40063,1082377,7303,63,339059,735952,1082377,2021,202104,False,64738.0,15.100497389477587,0.05981095311522695
1307,UNIONBANK,Mar 2022,6835.0,64026,1085613,37292,1193766,7171,37,351839,834718,1193766,2022,202204,False,70861.0,15.32031724079536,0.05935920440019233
1308,UNIONBANK,Mar 2023,6835.0,71969,1163059,46495,1288357,8826,22,343727,935782,1288357,2023,202304,False,78804.0,14.758882797827521,0.061166276117566795
1309,UNIONBANK,Mar 2024,7634.0,89964,1251568,52831,1401996,9224,36,343953,1048783,1401996,2024,202404,False,97598.0,12.823705403799257,0.06961360802741234
1310,SUNPHARMA,Mar 2013,104.0,14886,260,5128,20377,5647,563,2412,11756,20377,2013,201304,False,14990.0,0.01734489659773182,0.7356333120675271
1311,SUNPHARMA,Mar 2014,207.0,18318,2561,8009,29095,6817,842,2786,18650,29095,2014,201404,False,18525.0,0.13824561403508773,0.6367073380305894
1312,SUNPHARMA,Mar 2015,207.0,25431,8996,14089,48723,12682,2039,2716,31286,48723,2015,201504,False,25638.0,0.35088540447772837,0.5261991256696016
1313,SUNPHARMA,Mar 2016,241.0,32742,8497,13948,55428,15872,2175,1830,35550,55428,2016,201604,False,32983.0,0.25761756056150137,0.5950602583531789
1314,SUNPHARMA,Mar 2017,240.0,36400,9832,14624,61095,17675,2801,1192,39427,61095,2017,201704,False,36640.0,0.2683406113537118,0.5997217448236353
1315,SUNPHARMA,Mar 2018,240.0,38074,10385,15598,64297,18853,2465,7143,35837,64297,2018,201804,False,38314.0,0.2710497468288354,0.5958909435899031
1316,SUNPHARMA,Mar 2019,240.0,41169,10514,12666,64590,21837,1411,7903,33439,64590,2019,201904,False,41409.0,0.25390615566664254,0.641105434277752
1317,SUNPHARMA,Mar 2020,240.0,45025,8315,14615,68194,22847,1220,10143,33984,68194,2020,202004,False,45265.0,0.18369601237158953,0.6637680734375458
1318,SUNPHARMA,Mar 2021,240.0,46223,3869,17291,67622,21553,1567,9612,34890,67622,2021,202104,False,46463.0,0.08327055936982115,0.6870988731477922
1319,SUNPHARMA,Mar 2022,240.0,47771,1290,20474,69776,22665,1287,12849,32975,69776,2022,202204,False,48011.0,0.02686884255691404,0.6880732630130704
1320,SUNPHARMA,Mar 2023,240.0,55755,6886,17831,80712,24065,4973,14824,36849,80712,2023,202304,False,55995.0,0.12297526564871863,0.6937630092179602
1321,SUNPHARMA,Mar 2024,240.0,63427,3274,18367,85308,23211,5354,15026,41717,85308,2024,202404,False,63667.0,0.051423814535002436,0.7463192197683687
1322,SUNPHARMA,Sep 2024,240.0,68875,2572,16429,88116,28318,1150,17744,40904,88116,2024,202410,False,69115.0,0.03721334008536497,0.784363793181715
1323,ULTRACEMCO,Mar 2013,274.0,14955,7342,7010,29582,15050,3601,4709,6222,29582,2013,201304,False,15229.0,0.4821065073215576,0.514806301129065
1324,ULTRACEMCO,Mar 2014,274.0,16908,7332,7671,32185,18100,2186,4862,7037,32185,2014,201404,False,17182.0,0.4267256431148877,0.5338511729066335
1325,ULTRACEMCO,Mar 2015,274.0,18767,9829,9183,38053,23343,2250,4500,7961,38053,2015,201504,False,19041.0,0.5162018801533533,0.5003810474864006
1326,ULTRACEMCO,Mar 2016,274.0,21671,10616,8631,41193,25309,1469,5095,9319,41193,2016,201604,False,21945.0,0.4837548416495785,0.5327361444905688
1327,ULTRACEMCO,Mar 2017,275.0,24117,8474,9343,42209,25904,921,6691,8693,42209,2017,201704,False,24392.0,0.3474089865529682,0.5778862327939539
1328,ULTRACEMCO,Mar 2018,275.0,26107,19480,11280,57141,39715,1511,5447,10468,57141,2018,201804,False,26382.0,0.7383822303085437,0.46170000525017063
1329,ULTRACEMCO,Mar 2019,275.0,33476,25337,17438,76525,56645,1153,2921,15806,76525,2019,201904,False,33751.0,0.7507036828538414,0.4410454099967331
1330,ULTRACEMCO,Mar 2020,289.0,38755,23019,17151,79214,57151,920,5929,15215,79214,2020,202004,False,39044.0,0.5895656182768159,0.4928926704875401
1331,ULTRACEMCO,Mar 2021,289.0,43886,21719,20282,86176,55412,1687,12178,16900,86176,2021,202104,False,44175.0,0.49165817770232034,0.5126137207575195
1332,ULTRACEMCO,Mar 2022,289.0,50147,11299,22077,83811,55488,4785,6336,17203,83811,2022,202204,False,50436.0,0.22402648901578237,0.6017825822386083
1333,ULTRACEMCO,Mar 2023,289.0,54036,11058,25998,91380,59579,4040,7297,20464,91380,2023,202304,False,54325.0,0.20355269213069488,0.5944955132414095
1334,ULTRACEMCO,Mar 2024,289.0,59939,11403,29167,100797,62878,6811,8249,22859,100797,2024,202404,False,60228.0,0.1893305439330544,0.5975177832673592
1335,ULTRACEMCO,Sep 2024,289.0,61076,16964,29282,107611,68042,6410,7579,25579,107611,2024,202410,False,61365.0,0.27644422716532224,0.5702483946808412
1336,TVSMOTOR,Mar 2013,48.0,851,1068,1415,3381,1593,36,348,1404,3381,2013,201304,False,899.0,1.1879866518353726,0.2658976634131914
1337,TVSMOTOR,Mar 2014,48.0,1113,728,1743,3632,1517,48,439,1628,3632,2014,201404,False,1161.0,0.6270456503014643,0.31965859030837
1338,TVSMOTOR,Mar 2015,48.0,1277,1119,2126,4570,1637,93,539,2301,4570,2015,201504,False,1325.0,0.8445283018867924,0.2899343544857768
