id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,fiscal_year,sort_order,is_ttm,net_profit_margin_pct,expense_ratio_pct,interest_coverage
735,IOC,TTM,761485,728555,32930.0,4.0,7285,9231,16546,14438,,10909,8.0,,9999,99999,True,1.4325955205946275,95.67555500108341,3.5673274834795796
736,IRCTC,Mar 2015,1059,907,152.0,14.0,82,0,20,214,39.0,131,13.0,20.0,2015,201504,False,12.370160528800756,85.64683663833806,
737,IRCTC,Mar 2016,1367,1176,190.0,14.0,139,0,21,309,39.0,189,19.0,40.0,2016,201604,False,13.825896122896856,86.02779809802487,
738,IRCTC,Mar 2017,1520,1206,314.0,21.0,67,3,22,355,35.0,229,11.0,49.0,2017,201704,False,15.06578947368421,79.34210526315789,104.66666666666667
739,IRCTC,Mar 2018,1466,1192,274.0,19.0,99,3,24,346,36.0,221,11.0,21.0,2018,201804,False,15.075034106412005,81.30968622100954,91.33333333333333
740,IRCTC,Mar 2019,1870,1487,383.0,20.0,126,2,29,479,36.0,309,4.0,98.0,2019,201904,False,16.524064171122994,79.5187165775401,191.5
741,IRCTC,Mar 2020,2264,1562,703.0,31.0,77,10,40,730,30.0,513,6.0,39.0,2020,202004,False,22.659010600706715,68.99293286219081,70.3
742,IRCTC,Mar 2021,777,589,188.0,24.0,124,8,46,258,27.0,187,2.0,43.0,2021,202104,False,24.066924066924066,75.8043758043758,23.5
743,IRCTC,Mar 2022,1879,1005,874.0,47.0,72,11,49,885,26.0,660,8.0,42.0,2022,202204,False,35.125066524747204,53.485896753592336,79.45454545454545
744,IRCTC,Mar 2023,3541,2265,1276.0,36.0,148,16,54,1354,26.0,1006,13.0,44.0,2023,202304,False,28.410053657158997,63.9649816436035,79.75
745,IRCTC,Mar 2024,4270,2804,1466.0,34.0,106,19,57,1496,26.0,1111,14.0,47.0,2024,202404,False,26.01873536299766,65.66744730679157,77.15789473684211
746,IRCTC,TTM,4455,2950,1505.0,34.0,185,16,56,1617,,1200,15.0,,9999,99999,True,26.936026936026934,66.21773288439955,94.0625
747,IRFC,Mar 2013,5550,22,5528.0,100.0,2,4075,0,1454,64.0,522,222.0,21.0,2013,201304,False,9.405405405405405,0.3963963963963964,1.356564417177914
748,IRFC,Mar 2014,6197,19,6178.0,100.0,1,4607,0,1572,55.0,701,209.0,6.0,2014,201404,False,11.311925125060514,0.3065999677263192,1.3410028217929237
749,IRFC,Mar 2015,6939,34,6905.0,100.0,1,4992,0,1914,60.0,758,212.0,20.0,2015,201504,False,10.923764231157227,0.48998414757169617,1.383213141025641
750,IRFC,Mar 2016,7507,38,7468.0,99.0,1,5519,0,1950,56.0,849,188.0,40.0,2016,201604,False,11.309444518449448,0.506194218729186,1.3531436854502628
751,IRFC,Mar 2017,9047,26,9021.0,100.0,0,6888,0,2133,56.0,934,143.0,40.0,2017,201704,False,10.323864264397038,0.2873880844478833,1.3096689895470384
752,IRFC,Mar 2018,9267,38,9229.0,100.0,1,6638,0,2592,21.0,2055,3.0,18.0,2018,201804,False,22.17546131434121,0.4100571921873314,1.3903284121723412
753,IRFC,Mar 2019,11134,48,11085.0,100.0,0,8183,0,2902,22.0,2255,2.0,18.0,2019,201904,False,20.25327824681157,0.43111190946649897,1.354637663448613
754,IRFC,Mar 2020,13421,66,13355.0,100.0,0,10163,0,3192,0.0,3192,3.0,0.0,2020,202004,False,23.783622680873258,0.4917666343789584,1.3140804880448687
755,IRFC,Mar 2021,15771,113,15657.0,99.0,0,11237,4,4416,0.0,4416,3.0,31.0,2021,202104,False,28.000760890241583,0.7165049774903304,1.3933434190620273
756,IRFC,Mar 2022,20299,123,20177.0,99.0,2,14075,14,6090,0.0,6090,5.0,30.0,2022,202204,False,30.001477905315532,0.6059411793684418,1.4335346358792185
757,IRFC,Mar 2023,23722,134,23588.0,99.0,41,17447,14,6167,0.0,6167,5.0,32.0,2023,202304,False,25.996964842761994,0.5648764859623978,1.3519802831432337
758,IRFC,Mar 2024,26645,133,26513.0,100.0,10,20101,9,6412,0.0,6412,5.0,31.0,2024,202404,False,24.064552448864703,0.49915556389566523,1.3189891050196507
759,IRFC,TTM,26902,144,26758.0,99.0,8,20223,6,6537,,6537,5.0,,9999,99999,True,24.299308601590962,0.5352761876440414,1.3231469119319588
760,ITC,Mar 2013,31618,20398,11221.0,35.0,852,108,859,11106,31.0,7704,6.0,55.0,2013,201304,False,24.36586754380416,64.51388449617306,103.89814814814815
761,ITC,Mar 2014,35306,22227,13080.0,37.0,966,29,965,13052,31.0,9001,7.0,54.0,2014,201404,False,25.49425026907608,62.95530504730075,451.0344827586207
762,ITC,Mar 2015,38817,24566,14252.0,37.0,1229,91,1028,14362,32.0,9779,8.0,52.0,2015,201504,False,25.192570265605273,63.286704279053,156.6153846153846
763,ITC,Mar 2016,39192,24661,14531.0,37.0,1483,78,1077,14859,36.0,9501,8.0,73.0,2016,201604,False,24.242192284139623,62.923555827719944,186.2948717948718
764,ITC,Mar 2017,42768,27298,15470.0,36.0,1759,49,1153,16026,35.0,10477,8.0,56.0,2017,201704,False,24.497287691732136,63.828095772540216,315.7142857142857
765,ITC,Mar 2018,43449,26928,16521.0,38.0,2240,115,1236,17409,34.0,11493,9.0,56.0,2018,201804,False,26.45170199544293,61.976109921977496,143.66086956521738
766,ITC,Mar 2019,48340,29802,18537.0,38.0,2080,71,1397,19150,33.0,12836,10.0,56.0,2019,201904,False,26.553578816714936,61.650806785270994,261.0845070422535
767,ITC,Mar 2020,49388,30044,19344.0,39.0,2417,81,1645,20035,22.0,15593,12.0,82.0,2020,202004,False,31.57244674819794,60.83259091277233,238.8148148148148
768,ITC,Mar 2021,49257,32193,17065.0,35.0,2577,58,1646,17938,25.0,13383,11.0,101.0,2021,202104,False,27.16974237164261,65.35720811255253,294.2241379310345
769,ITC,Mar 2022,60645,40021,20623.0,34.0,1910,60,1732,20740,25.0,15503,12.0,93.0,2022,202204,False,25.563525434908072,65.99224997938823,343.71666666666664
770,ITC,Mar 2023,70919,45215,25704.0,36.0,2098,78,1809,25915,25.0,19477,15.0,100.0,2023,202304,False,27.463726222873987,63.75583412061647,329.53846153846155
771,ITC,Mar 2024,70866,44634,26233.0,37.0,2804,80,1816,27140,24.0,20751,16.0,84.0,2024,202404,False,29.282025230717128,62.98365930065194,327.9125
772,ITC,TTM,75135,48495,26640.0,35.0,2655,54,1940,27302,,20829,16.0,,9999,99999,True,27.722100219604712,64.54382112198044,493.3333333333333
773,JINDALSTEL,Mar 2013,19807,13701,6106.0,31.0,333,1067,1539,3833,24.0,2952,31.0,5.0,2013,201304,False,14.903821881153128,69.17251476750643,5.722586691658857
774,JINDALSTEL,Mar 2014,19286,13487,5799.0,30.0,349,1807,1829,2512,25.0,1896,21.0,7.0,2014,201404,False,9.830965467178263,69.9315565695323,3.2091864969562813
775,JINDALSTEL,Mar 2015,19401,13937,5464.0,28.0,-1399,2875,2733,-1543,-6.0,-1452,-14.0,0.0,2015,201504,False,-7.48415030153085,71.83650327302716,1.9005217391304348
776,JINDALSTEL,Mar 2016,19469,16032,3437.0,18.0,-79,3254,4068,-3964,-22.0,-3087,-32.0,0.0,2016,201604,False,-15.855976167240229,82.34629410858287,1.056238475722188
777,JINDALSTEL,Mar 2017,21603,16894,4709.0,22.0,-362,3441,3949,-3043,-17.0,-2538,-25.0,0.0,2017,201704,False,-11.74836828218303,78.20210155996851,1.3684975297878523
778,JINDALSTEL,Mar 2018,33286,26817,6469.0,19.0,-584,3866,3883,-1864,-13.0,-1616,-15.0,0.0,2018,201804,False,-4.85489394940816,80.56540287207835,1.673305742369374
779,JINDALSTEL,Mar 2019,46966,38553,8412.0,18.0,-1470,4264,5480,-2802,-14.0,-2412,-17.0,0.0,2019,201904,False,-5.135630030234638,82.087041689733,1.972795497185741
780,JINDALSTEL,Mar 2020,37923,31092,6831.0,18.0,74,3768,3429,-291,37.0,-400,-1.0,0.0,2020,202004,False,-1.0547688737705352,81.98718455818369,1.8128980891719746
781,JINDALSTEL,Mar 2021,34579,23646,10933.0,32.0,313,2753,2414,6078,30.0,4267,36.0,0.0,2021,202104,False,12.339859452268719,68.38254431880621,3.971304031965129
782,JINDALSTEL,Mar 2022,51166,35650,15515.0,30.0,-1840,1888,2097,9690,30.0,6766,56.0,5.0,2022,202204,False,13.223625063518742,69.67517492084588,8.217690677966102
783,JINDALSTEL,Mar 2023,53212,43270,9942.0,19.0,-539,1446,2691,5266,25.0,3974,31.0,6.0,2023,202304,False,7.468240246560925,81.31624445613771,6.875518672199171
784,JINDALSTEL,Mar 2024,50354,40153,10202.0,20.0,156,1294,2822,6241,5.0,5943,58.0,3.0,2024,202404,False,11.802438733764944,79.74143067085038,7.884080370942813
785,JINDALSTEL,TTM,50019,39693,10327.0,21.0,139,1293,3009,6163,,5060,50.0,,9999,99999,True,10.116155860772906,79.355844778984,7.986852281515855
786,JIOFIN,Mar 2023,45,6,39.0,88.0,10,0,0,49,37.0,31,,0.0,2023,202304,False,68.88888888888889,13.333333333333334,
787,JIOFIN,Mar 2024,1855,296,1559.0,84.0,429,10,22,1956,18.0,1605,3.0,0.0,2024,202404,False,86.52291105121293,15.95687331536388,155.9
788,JIOFIN,TTM,1968,437,1531.0,78.0,435,0,22,1944,,1607,3.0,,9999,99999,True,81.65650406504065,22.205284552845526,
789,JSWENERGY,Mar 2013,8870,6069,2801.0,32.0,9,963,662,1186,23.0,901,6.0,36.0,2013,201304,False,10.15783540022548,68.4216459977452,2.908618899273105
790,JSWENERGY,Mar 2014,8648,5394,3255.0,38.0,-179,1206,810,1060,27.0,760,5.0,43.0,2014,201404,False,8.788159111933396,62.37280296022202,2.699004975124378
791,JSWENERGY,Mar 2015,9347,5723,3624.0,39.0,196,1137,790,1892,27.0,1358,8.0,24.0,2015,201504,False,14.528725794372527,61.22820156199851,3.187335092348285
792,JSWENERGY,Mar 2016,9824,5796,4029.0,41.0,340,1498,854,2017,28.0,1460,9.0,22.0,2016,201604,False,14.861563517915311,58.998371335504885,2.6895861148197597
793,JSWENERGY,Mar 2017,8263,4939,3324.0,40.0,221,1685,969,892,30.0,623,4.0,13.0,2017,201704,False,7.53963451530921,59.77247972891202,1.972700296735905
794,JSWENERGY,Mar 2018,8049,5336,2713.0,34.0,47,1456,966,338,75.0,85,0.0,0.0,2018,201804,False,1.0560318051931916,66.29394955895143,1.8633241758241759
795,JSWENERGY,Mar 2019,9138,6283,2855.0,31.0,398,1192,1164,897,24.0,684,4.0,24.0,2019,201904,False,7.485226526592252,68.75683957102211,2.3951342281879193
796,JSWENERGY,Mar 2020,8273,5316,2957.0,36.0,376,1051,1738,544,6.0,1081,7.0,15.0,2020,202004,False,13.066602199927473,64.25722228937506,2.813510941960038
797,JSWENERGY,Mar 2021,6922,4009,2913.0,42.0,248,896,1167,1099,25.0,823,5.0,41.0,2021,202104,False,11.889627275353943,57.91678705576423,3.2511160714285716
798,JSWENERGY,Mar 2022,8167,4596,3572.0,44.0,575,777,1131,2238,22.0,1743,11.0,19.0,2022,202204,False,21.341986041386065,56.275254071262395,4.597168597168597
799,JSWENERGY,Mar 2023,10332,7050,3282.0,32.0,674,844,1169,1943,24.0,1480,9.0,22.0,2023,202304,False,14.3244289585753,68.23461091753774,3.8886255924170614
800,JSWENERGY,Mar 2024,11486,6104,5382.0,47.0,472,2053,1633,2167,20.0,1725,10.0,19.0,2024,202404,False,15.018283127285393,53.14295664286958,2.621529469069654
801,JSWENERGY,TTM,11416,6034,5382.0,47.0,648,2083,1594,2352,,1988,11.0,,9999,99999,True,17.41415557112824,52.85564120532585,2.583773403744599
802,JSWSTEEL,Mar 2013,38210,31698,6512.0,17.0,-307,1967,2237,1999,42.0,929,4.0,30.0,2013,201304,False,2.431300706621303,82.95734101020675,3.3106253177427556
803,JSWSTEEL,Mar 2014,51220,42051,9169.0,18.0,-1630,3048,3183,1308,70.0,402,2.0,74.0,2014,201404,False,0.7848496680983992,82.09878953533776,3.0082020997375327
804,JSWSTEEL,Mar 2015,52972,43608,9364.0,18.0,103,3493,3434,2539,32.0,1722,7.0,19.0,2015,201504,False,3.2507739938080498,82.3227365400589,2.6807901517320354
805,JSWSTEEL,Mar 2016,41546,35124,6422.0,15.0,-1966,3601,3323,-2468,-80.0,-481,-1.0,-67.0,2016,201604,False,-1.1577528522601455,84.54243489144562,1.7833935018050542
806,JSWSTEEL,Mar 2017,55604,43296,12308.0,22.0,18,3768,3430,5128,33.0,3467,15.0,19.0,2017,201704,False,6.235162937918135,77.8649018056255,3.2664543524416136
807,JSWSTEEL,Mar 2018,71933,57017,14916.0,21.0,-177,3701,3387,7651,20.0,6113,26.0,16.0,2018,201804,False,8.49818581179709,79.26403736810643,4.0302620913266685
808,JSWSTEEL,Mar 2019,84757,65827,18930.0,22.0,196,3917,4041,11168,33.0,7524,32.0,16.0,2019,201904,False,8.877142890852673,77.66556154653892,4.832780188920092
809,JSWSTEEL,Mar 2020,73326,61513,11813.0,16.0,-289,4265,4246,3013,-30.0,3919,17.0,15.0,2020,202004,False,5.344625371628072,83.8897526116248,2.7697538100820633
810,JSWSTEEL,Mar 2021,79839,59661,20178.0,25.0,473,3957,4679,12015,34.0,7873,33.0,25.0,2021,202104,False,9.861095454602388,74.72663735768234,5.09931766489765
811,JSWSTEEL,Mar 2022,146371,107257,39114.0,27.0,1600,4968,6001,29745,30.0,20938,85.0,25.0,2022,202204,False,14.304746158733629,73.27749349256342,7.8731884057971016
812,JSWSTEEL,Mar 2023,165960,147490,18470.0,11.0,1561,6902,7474,5655,27.0,4139,17.0,25.0,2023,202304,False,2.4939744516751023,88.8708122439142,2.6760359316140248
813,JSWSTEEL,Mar 2024,175006,146849,28157.0,16.0,1500,8105,8172,13380,33.0,8973,36.0,25.0,2024,202404,False,5.127252779904689,83.91083734271967,3.4740283775447254
814,JSWSTEEL,TTM,170274,147796,22478.0,13.0,267,8380,9006,5359,,3312,14.0,,9999,99999,True,1.9451002501849959,86.79892408705967,2.6823389021479715
815,KOTAKBANK,Mar 2013,10838,6024,6603.0,-1789.0,-17,5112,179,3144,30.0,2238,15.0,2.0,2013,201304,False,20.64956634065326,55.58221073998892,1.2916666666666667
816,KOTAKBANK,Mar 2014,11986,6312,7053.0,-1379.0,-12,5282,208,3695,32.0,2527,16.0,2.0,2014,201404,False,21.08293008509928,52.66143834473552,1.335289663006437
817,KOTAKBANK,Mar 2015,13319,6966,9718.0,-3366.0,-25,8152,237,4550,33.0,3105,20.0,2.0,2015,201504,False,23.312561003078308,52.30122381560177,1.1921000981354268
818,KOTAKBANK,Mar 2016,20402,11123,11541.0,-2263.0,-11,7631,345,5024,32.0,3524,19.0,3.0,2016,201604,False,17.27281639054995,54.5191647877659,1.512383698073647
819,KOTAKBANK,Mar 2017,22324,11458,14832.0,-3965.0,-18,11660,362,7332,32.0,5019,27.0,2.0,2017,201704,False,22.482530012542558,51.32592725318044,1.2720411663807891
820,KOTAKBANK,Mar 2018,25131,12467,16805.0,-4141.0,-16,13682,383,9158,33.0,6258,33.0,2.0,2018,201804,False,24.901516055867255,49.60805379809797,1.2282561029089314
821,KOTAKBANK,Mar 2019,29831,15187,19758.0,-5114.0,-17,16148,458,10576,33.0,7204,38.0,2.0,2019,201904,False,24.149374811437767,50.91012704904294,1.2235570968540996
822,KOTAKBANK,Mar 2020,33474,15901,22578.0,-5005.0,-15,16892,465,11422,25.0,8593,45.0,0.0,2020,202004,False,25.670669773555595,47.50253928422059,1.3366090457021076
823,KOTAKBANK,Mar 2021,32820,12967,29812.0,-9958.0,-30,23588,461,13168,25.0,9990,50.0,2.0,2021,202104,False,30.438756855575868,39.50944546008531,1.2638629811768696
824,KOTAKBANK,Mar 2022,33741,11554,30699.0,-8512.0,-25,24941,480,15948,25.0,12089,61.0,2.0,2022,202204,False,35.82881360955514,34.243205595566224,1.2308648410248186
825,KOTAKBANK,Mar 2023,42151,14411,33485.0,-5746.0,-14,25991,599,19646,25.0,14925,75.0,2.0,2023,202304,False,35.40841261180043,34.18898721264027,1.2883305759686046
826,KOTAKBANK,Mar 2024,56237,22567,47052.0,-13382.0,-24,38037,792,23863,25.0,18213,92.0,2.0,2024,202404,False,32.386151466116615,40.12838522680797,1.237006073034151
827,KOTAKBANK,TTM,64053,27327,50872.0,-14146.0,-22,43559,0,29413,,22530,113.0,,9999,99999,True,35.173996534120185,42.663107114420875,1.167887233407562
828,LICI,Mar 2019,571508,565587,5920.0,1.0,2615,0,336,8199,68.0,2627,,2.0,2019,201904,False,0.4596611071061123,98.96396900830786,
829,LICI,Mar 2020,628043,634989,-6947.0,-1.0,20870,0,379,13544,80.0,2710,,2.0,2020,202004,False,0.43149911709867,101.10597522781084,
830,LICI,Mar 2021,690914,691166,-252.0,0.0,12820,0,417,12151,76.0,2974,7.0,0.0,2021,202104,False,0.43044431000095523,100.03647342505724,
831,LICI,Mar 2022,723606,720280,3326.0,0.0,9248,0,436,12138,66.0,4125,57.0,23.0,2022,202204,False,0.5700616081127022,99.54035759791931,
832,LICI,Mar 2023,784628,750420,34207.0,4.0,7800,77,466,41463,13.0,35997,65.0,5.0,2023,202304,False,4.5877791768838225,95.64022696105671,444.24675324675326
833,LICI,Mar 2024,845966,813188,32779.0,4.0,14829,128,466,47014,13.0,40916,66.0,15.0,2024,202404,False,4.836600998148862,96.12537619715214,256.0859375
834,LICI,TTM,896106,870255,25851.0,3.0,16250,0,0,42102,,41468,,,9999,99999,True,4.627577541049831,97.11518503391339,
835,LODHA,Mar 2011,2173,1663,510.0,23.0,145,283,17,355,26.0,264,6.0,0.0,2011,201104,False,12.149102623101703,76.53014265991716,1.802120141342756
836,LODHA,Mar 2012,2954,2229,724.0,25.0,124,254,37,556,32.0,381,9.0,0.0,2012,201204,False,12.897765741367637,75.45700744752878,2.8503937007874014
837,LODHA,Mar 2015,6236,4769,1467.0,24.0,423,492,128,1269,37.0,798,18.0,0.0,2015,201504,False,12.796664528543939,76.47530468248877,2.981707317073171
838,LODHA,Mar 2016,8249,6123,2126.0,26.0,510,988,450,1198,41.0,703,16.0,0.0,2016,201604,False,8.522245120620681,74.2271790520063,2.151821862348178
839,LODHA,Mar 2017,7926,6313,1614.0,20.0,584,736,460,1001,42.0,584,13.0,0.0,2017,201704,False,7.368155437799646,79.64925561443351,2.192934782608696
840,LODHA,Mar 2018,9677,7995,1682.0,17.0,285,390,395,1182,33.0,794,10.0,0.0,2018,201804,False,8.20502221762943,82.61858013847267,4.312820512820513
841,LODHA,Mar 2019,11907,8728,3179.0,27.0,72,568,194,2489,34.0,1644,21.0,0.0,2019,201904,False,13.80700428319476,73.30141933316537,5.596830985915493
842,LODHA,Mar 2020,12443,10526,1917.0,15.0,119,740,292,1003,26.0,742,9.0,0.0,2020,202004,False,5.96319215623242,84.59374748854778,2.5905405405405406
843,LODHA,Mar 2021,5449,4066,1383.0,25.0,-140,1136,73,33,-44.0,48,1.0,0.0,2021,202104,False,0.8808955771701229,74.61919618278583,1.2174295774647887
844,LODHA,Mar 2022,9233,7047,2186.0,24.0,293,688,75,1716,30.0,1208,12.0,20.0,2022,202204,False,13.08350481966858,76.32405502003682,3.177325581395349
845,LODHA,Mar 2023,9470,7406,2064.0,22.0,-1037,482,93,452,-8.0,490,5.0,14.0,2023,202304,False,5.174234424498416,78.20485744456177,4.282157676348548
846,LODHA,Mar 2024,10316,7651,2665.0,26.0,48,482,204,2028,23.0,1554,16.0,,2024,202404,False,15.063978286157425,74.16634354400931,5.529045643153527
847,LODHA,TTM,13574,9761,3812.0,28.0,260,514,311,3248,,2511,25.0,,9999,99999,True,18.498600265212907,71.90953293060262,7.416342412451362
848,LT,Mar 2013,74426,63032,11394.0,15.0,2523,4642,1637,7638,31.0,5291,38.0,22.0,2013,201304,False,7.1090747856931715,84.69083384838632,2.4545454545454546
849,LT,Mar 2014,85054,70968,14086.0,17.0,1337,6494,1446,7483,35.0,4885,35.0,27.0,2014,201404,False,5.743410068897406,83.43875655465939,2.169079149984601
850,LT,Mar 2015,91929,76245,15684.0,17.0,1422,7266,2623,7217,31.0,4966,34.0,32.0,2015,201504,False,5.401995017894244,82.93900727735534,2.1585466556564823
851,LT,Mar 2016,101122,85637,15486.0,15.0,1219,6899,1787,8020,30.0,4592,31.0,40.0,2016,201604,False,4.541049425446491,84.68681394750895,2.2446731410349328
852,LT,Mar 2017,109312,92691,16620.0,15.0,1466,6829,2370,8887,23.0,6486,43.0,22.0,2017,201704,False,5.933474824355972,84.79489900468384,2.4337384682969687
853,LT,Mar 2018,119683,99572,20111.0,17.0,1465,7714,2223,11639,27.0,8004,53.0,30.0,2018,201804,False,6.687666585897746,83.19644393940659,2.6070780399274045
854,LT,Mar 2019,135220,112354,22866.0,17.0,2701,9339,1923,14305,28.0,10217,63.0,28.0,2019,201904,False,7.555834935660405,83.08977961839965,2.448442017346611
855,LT,Mar 2020,145452,120899,24553.0,17.0,3015,11021,2462,14086,23.0,10894,68.0,26.0,2020,202004,False,7.489756070731238,83.1195170915491,2.227837764268215
856,LT,Mar 2021,135979,112519,23460.0,17.0,8111,11750,2904,16918,24.0,12921,82.0,44.0,2021,202104,False,9.502202545981364,82.74733598570367,1.996595744680851
857,LT,Mar 2022,156521,132207,24314.0,16.0,2364,9235,2948,14495,29.0,10419,62.0,36.0,2022,202204,False,6.656614767347513,84.4659822004715,2.632809962100704
858,LT,Mar 2023,183341,156175,27166.0,15.0,2891,9445,3502,17109,26.0,12531,75.0,32.0,2023,202304,False,6.834805089968965,85.18280144648497,2.876230809952356
859,LT,Mar 2024,221113,191248,29865.0,14.0,3847,9512,3682,20517,24.0,15547,95.0,36.0,2024,202404,False,7.031246466738726,86.49333146400257,3.139718250630782
860,LT,TTM,238881,208066,30815.0,13.0,3995,9420,3964,21425,,16150,98.0,,9999,99999,True,6.760688376220796,87.10027168339047,3.271231422505308
861,LTIM,Mar 2013,3851,2981,870.0,23.0,22,21,123,749,25.0,562,174.0,54.0,2013,201304,False,14.593612048818489,77.40846533367957,41.42857142857143
862,LTIM,Mar 2014,4920,3773,1147.0,23.0,217,31,130,1204,17.0,996,309.0,55.0,2014,201404,False,20.243902439024392,76.6869918699187,37.0
863,LTIM,Mar 2015,4978,3973,1005.0,20.0,99,10,158,936,18.0,769,238.0,63.0,2015,201504,False,15.447971072719968,79.81116914423463,100.5
864,LTIM,Mar 2016,5846,4819,1028.0,18.0,187,6,174,1035,19.0,836,49.0,72.0,2016,201604,False,14.300376325692781,82.43243243243244,171.33333333333334
865,LTIM,Mar 2017,6501,5271,1230.0,19.0,187,3,178,1236,21.0,971,57.0,29.0,2017,201704,False,14.936163667128133,81.07983387171205,410.0
866,LTIM,Mar 2018,7306,6119,1187.0,16.0,426,16,156,1442,23.0,1112,65.0,33.0,2018,201804,False,15.22036682179031,83.75307966055297,74.1875
867,LTIM,Mar 2019,9446,7562,1883.0,20.0,302,11,147,2028,25.0,1516,87.0,32.0,2019,201904,False,16.049121321194157,80.05504975651068,171.1818181818182
868,LTIM,Mar 2020,10879,8849,2029.0,19.0,329,83,273,2003,24.0,1520,87.0,32.0,2020,202004,False,13.971872414744002,81.34019670925636,24.44578313253012
869,LTIM,Mar 2021,12370,9645,2725.0,22.0,274,79,332,2588,25.0,1938,111.0,36.0,2021,202104,False,15.666936135812449,77.97089733225546,34.49367088607595
870,LTIM,Mar 2022,26109,20860,5249.0,20.0,766,123,597,5294,25.0,3950,225.0,41.0,2022,202204,False,15.128882760733847,79.89582136428052,42.67479674796748
871,LTIM,Mar 2023,33183,27075,6108.0,18.0,557,150,723,5792,24.0,4410,149.0,40.0,2023,202304,False,13.289937618660158,81.59298435946117,40.72
872,LTIM,Mar 2024,35517,29130,6387.0,18.0,702,222,819,6049,24.0,4585,155.0,42.0,2024,202404,False,12.90931103415266,82.01706225187938,28.77027027027027
873,LTIM,TTM,37129,30695,6434.0,17.0,946,280,968,6133,,4574,154.0,,9999,99999,True,12.319211398098522,82.67122734250854,22.978571428571428
874,M&M,Mar 2013,68693,59578,9116.0,13.0,841,2297,2080,5580,35.0,4129,33.0,19.0,2013,201304,False,6.010801682849781,86.7308168226748,3.9686547670875054
875,M&M,Mar 2014,74001,63830,10170.0,14.0,773,2954,2170,5820,26.0,5154,38.0,18.0,2014,201404,False,6.964770746341266,86.25559114066026,3.4427894380501014
876,M&M,Mar 2015,71448,62655,8793.0,12.0,800,3157,2124,4313,40.0,3381,25.0,23.0,2015,201504,False,4.732112865300638,87.69314746388982,2.7852391510928096
877,M&M,Mar 2016,75841,65759,10082.0,13.0,1399,3368,2442,5672,37.0,3554,25.0,21.0,2016,201604,False,4.686119645046874,86.70639891351644,2.9934679334916865
878,M&M,Mar 2017,83773,73038,10735.0,13.0,2077,3647,2813,6350,36.0,4051,30.0,22.0,2017,201704,False,4.83568691583207,87.18560872834922,2.943515217987387
879,M&M,Mar 2018,92094,78868,13226.0,14.0,4366,3987,3280,10326,23.0,7958,60.0,11.0,2018,201804,False,8.641170977479531,85.6385866614546,3.3172811637822925
880,M&M,Mar 2019,104721,89514,15207.0,15.0,2676,5021,3991,8871,32.0,6017,43.0,17.0,2019,201904,False,5.745743451647711,85.47855730942217,3.02867954590719
881,M&M,Mar 2020,75382,65224,10158.0,13.0,885,6021,3367,1655,99.0,-321,1.0,205.0,2020,202004,False,-0.4258311002626622,86.52463452813669,1.6870951669157948
882,M&M,Mar 2021,74278,62791,11487.0,15.0,1152,6102,3378,3158,52.0,1512,15.0,54.0,2021,202104,False,2.035596004200436,84.53512480142169,1.8824975417895773
883,M&M,Mar 2022,90171,75488,14683.0,16.0,3204,5018,3508,9362,23.0,7253,53.0,20.0,2022,202204,False,8.043606037417796,83.71649421654412,2.9260661618174573
884,M&M,Mar 2023,121269,100983,20285.0,17.0,3961,5830,4357,14060,19.0,11374,83.0,18.0,2023,202304,False,9.379148834409454,83.27189966108403,3.479416809605489
885,M&M,Mar 2024,139078,114186,24892.0,18.0,3298,7488,4724,15978,23.0,12270,91.0,21.0,2024,202404,False,8.82238743726542,82.10212974014581,3.3242521367521367
886,M&M,TTM,145893,118688,27204.0,19.0,3365,8259,5007,17303,,13009,95.0,,9999,99999,True,8.916808894189577,81.35277223718754,3.2938612422811477
887,MARUTI,Mar 2013,44304,39944,4361.0,10.0,797,198,1890,3070,20.0,2470,82.0,10.0,2013,201304,False,5.575117370892019,90.15890213073313,22.025252525252526
888,MARUTI,Mar 2014,44542,39232,5310.0,12.0,724,184,2116,3734,24.0,2854,94.0,13.0,2014,201404,False,6.407435678685286,88.07866732522113,28.858695652173914
889,MARUTI,Mar 2015,50801,43909,6892.0,14.0,817,218,2515,4976,24.0,3809,126.0,20.0,2015,201504,False,7.49788389992323,86.43333792641877,31.61467889908257
890,MARUTI,Mar 2016,57589,48565,9024.0,16.0,1464,82,2822,7585,28.0,5497,182.0,19.0,2016,201604,False,9.54522565073191,84.33034086370661,110.04878048780488
891,MARUTI,Mar 2017,68085,57664,10421.0,15.0,2399,89,2604,10127,26.0,7511,249.0,30.0,2017,201704,False,11.031798487185137,84.69413233458177,117.08988764044943
892,MARUTI,Mar 2018,79809,67692,12118.0,15.0,2155,346,2760,11167,29.0,7881,261.0,31.0,2018,201804,False,9.874826147426981,84.81750178551292,35.02312138728324
893,MARUTI,Mar 2019,86068,75012,11056.0,13.0,2664,76,3021,10624,28.0,7651,253.0,32.0,2019,201904,False,8.889482734581959,87.15434307756658,145.47368421052633
894,MARUTI,Mar 2020,75660,68305,7355.0,10.0,3410,134,3528,7103,20.0,5678,188.0,32.0,2020,202004,False,7.504625958234206,90.27887919640497,54.88805970149254
